instance_id	wn_id	bn_id	synset	lemmas	gloss
d007.s023.t007	planet%1:17:00::	bn:00052888n	planet.n.01	planet, major_planet	(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction
d007.s023.t008	moon%1:17:00::	bn:00055813n	moon.n.06	moon	any natural satellite of a planet
d007.s023.t009	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s024.t000	assistant_professor%1:18:00::	bn:00006525n	assistant_professor.n.01	assistant_professor	a teacher or lower rank than an associate professor
d007.s024.t001	microbiology%1:09:00::	bn:00054734n	microbiology.n.01	microbiology	the branch of biology that studies microorganisms and their effects on humans
d007.s024.t002	idea%1:09:00::	bn:00045800n	idea.n.01	idea, thought	the content of cognition; the main thing you are thinking about
d007.s024.t003	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s024.t004	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s024.t005	example%1:11:00::	bn:00016401n	case.n.01	case, instance, example	an occurrence of something
d007.s025.t000	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s025.t001	time%1:28:05::	bn:00077267n	time.n.02	time	a period of time considered as a resource under your control and sufficient to accomplish something
d007.s025.t002	earth%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d007.s025.t003	researcher%1:18:00::	bn:00047356n	research_worker.n.01	research_worker, researcher, investigator	a scientist who devotes himself to doing research
d007.s025.t004	life_form%1:08:00::	bn:00051067n	life_form.n.01	life_form	the characteristic bodily form of a mature organism
d007.s026.t000	way%1:04:01::	bn:00001965n	means.n.01	means, agency, way	how a result is obtained or an end is achieved
d007.s026.t001	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s026.t002	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s026.t003	earth%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d007.s026.t004	part%1:24:00::	bn:00021395n	part.n.01	part, portion, component_part, component, constituent	something determined in relation to something that includes it
d007.s026.t005	research%1:04:00::	bn:00067280n	research.n.01	research	systematic investigation to establish facts
d007.s026.t006	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d007.s027.t000	research%1:04:00::	bn:00067280n	research.n.01	research	systematic investigation to establish facts
d007.s027.t001	nasa%1:14:00::	bn:00056879n	national_aeronautics_and_space_administration.n.01	National_Aeronautics_and_Space_Administration, NASA	an independent agency of the United States government responsible for aviation and spaceflight
d007.s027.t002	department_of_energy%1:14:00::	bn:00026317n	department_of_energy.n.01	Department_of_Energy, Energy_Department, Energy, DOE	the federal department responsible for maintaining a national energy policy of the United States; created in 1977
d007.s027.t003	national_institutes_of_health%1:14:00::	bn:00056932n	national_institutes_of_health.n.01	National_Institutes_of_Health, NIH	an agency in the Department of Health and Human Services whose mission is to employ science in the pursuit of knowledge to improve human health; is the principal biomedical research agency of the federal government
d008.s000.t000	routine%1:04:00::	bn:00055504n	routine.n.01	routine, modus_operandi	an unvarying or habitual method or procedure
d008.s001.t000	support%1:04:00::	bn:00075331n	support.n.02	support	aiding the cause or policy or interests of
d008.s001.t001	democracy%1:14:00::	bn:00021207n	democracy.n.02	democracy, republic, commonwealth	a political system in which the supreme power lies in a body of citizens who can elect people to represent them
d008.s001.t002	latin_america%1:15:00::	bn:00050165n	latin_america.n.01	Latin_America	the parts of North America and South America to the south of the United States where Romance languages are spoken
d008.s001.t003	backing%1:04:00::	bn:00007797n	backing.n.01	backing, backup, championship, patronage	the act of providing approval and support
d008.s001.t004	private_enterprise%1:14:00::	bn:00036346n	market_economy.n.01	market_economy, free_enterprise, private_enterprise, laissez-faire_economy	an economy that relies chiefly on market forces to allocate goods and resources and to determine prices
d008.s002.t000	crime%1:04:00::	bn:00023807n	crime.n.01	crime, offense, criminal_offense, criminal_offence, offence, law-breaking	(criminal law) an act punishable by law; usually considered an evil act
d008.s002.t001	worry%1:09:00::	bn:00021558n	concern.n.04	concern, worry, headache, vexation	something or someone that causes anxiety; a source of unhappiness
d008.s002.t002	unemployment%1:26:00::	bn:00079045n	unemployment.n.01	unemployment	the state of being unemployed or not having a job
d008.s003.t000	brazil%1:15:00::	bn:00012786n	brazil.n.01	Brazil, Federative_Republic_of_Brazil, Brasil	the largest Latin American country and the largest Portuguese speaking country in the world; located in the central and northeastern part of South America; world's leading coffee exporter
d008.s003.t001	united_states%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d008.s003.t002	region%1:15:01::	bn:00066884n	region.n.03	region	a large indefinite location on the surface of the Earth
d008.s004.t000	finding%1:17:00::	bn:00034551n	finding.n.03	finding	something that is found
d008.s004.t001	poll%1:09:00::	bn:00015387n	poll.n.01	poll, opinion_poll, public_opinion_poll, canvass	an inquiry into public opinion conducted by interviewing a random sample of people
d008.s004.t002	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d008.s005.t000	poll%1:09:00::	bn:00015387n	poll.n.01	poll, opinion_poll, public_opinion_poll, canvass	an inquiry into public opinion conducted by interviewing a random sample of people
d008.s005.t001	change%1:24:00::	bn:00017651n	change.n.02	change	a relational difference between states; especially between states before and after some event
d008.s005.t002	attitude%1:09:00::	bn:00007047n	attitude.n.01	attitude, mental_attitude	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways
d008.s005.t003	region%1:15:01::	bn:00066884n	region.n.03	region	a large indefinite location on the surface of the Earth
d008.s006.t000	thing%1:26:00::	bn:00076918n	thing.n.01	thing	a special situation
d008.s006.t001	result%1:19:00::	bn:00021961n	consequence.n.01	consequence, effect, outcome, result, event, issue, upshot	a phenomenon that follows and is caused by some previous phenomenon
d008.s006.t002	year%1:28:01::	bn:00078738n	year.n.01	year, twelvemonth, yr	a period of time containing 365 (or 366) days
d008.s006.t003	poll%1:09:00::	bn:00015387n	poll.n.01	poll, opinion_poll, public_opinion_poll, canvass	an inquiry into public opinion conducted by interviewing a random sample of people
d008.s006.t004	october%1:28:00::	bn:00058593n	october.n.01	October, Oct	the month following September and preceding November
d008.s007.t000	latin_america%1:15:00::	bn:00050165n	latin_america.n.01	Latin_America	the parts of North America and South America to the south of the United States where Romance languages are spoken
d008.s007.t001	mood%1:26:00::	bn:00019781n	climate.n.02	climate, mood	the prevailing psychological state
d008.s008.t000	second%1:24:00::	bn:00070104n	second.n.05	second	following the first in an ordering or series
d008.s008.t001	stability%1:07:01::	bn:00022028n	constancy.n.01	constancy, stability	the quality of being enduring and free from change or variation
d008.s008.t002	attitude%1:09:00::	bn:00007047n	attitude.n.01	attitude, mental_attitude	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways
d008.s008.t003	democracy%1:14:00::	bn:00021207n	democracy.n.02	democracy, republic, commonwealth	a political system in which the supreme power lies in a body of citizens who can elect people to represent them
d008.s008.t004	institution%1:14:00::	bn:00031641n	institution.n.01	institution, establishment	an organization founded and united for a specific purpose
d008.s009.t000	support%1:04:00::	bn:00075331n	support.n.02	support	aiding the cause or policy or interests of
d008.s009.t001	democracy%1:14:00::	bn:00021207n	democracy.n.02	democracy, republic, commonwealth	a political system in which the supreme power lies in a body of citizens who can elect people to represent them
d008.s009.t002	country%1:14:00::	bn:00023236n	state.n.04	state, nation, country, land, commonwealth, res_publica, body_politic	a politically organized body of people under a single government
d008.s009.t003	south_america%1:17:00::	bn:00072966n	south_america.n.01	South_America	a continent in the western hemisphere connected to North America by the Isthmus of Panama
d008.s009.t004	table%1:14:00::	bn:00075812n	table.n.01	table, tabular_array	a set of data arranged in rows and columns
d008.s010.t000	example%1:09:00::	bn:00032099n	example.n.01	example, illustration, instance, representative	an item of information that is typical of a class or group
d008.s010.t001	peru%1:15:00::	bn:00061757n	peru.n.01	Peru, Republic_of_Peru	a republic in western South America; achieved independence from Spain in 1821; was the heart of the Inca empire from the 12th to 16th centuries
d008.s010.t002	economic_growth%1:22:00::	bn:00029670n	economic_growth.n.01	economic_growth	steady growth in the productive capacity of the economy (and so a growth of national income)
d008.s010.t003	year%1:28:01::	bn:00078738n	year.n.01	year, twelvemonth, yr	a period of time containing 365 (or 366) days
d008.s010.t004	support%1:04:00::	bn:00075331n	support.n.02	support	aiding the cause or policy or interests of
